Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,Becker's Milk & Variety,43.711719348452974,-79.29139852523804,Convenience Store
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,Hamish's Kitchen Fish & Chips,43.71090922198756,-79.29083799058881,Diner
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,Jumbo Hamburger,43.71071626330615,-79.2907994639117,Diner
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,St Clair Ave E & Pharmacy Ave,43.710194,-79.29087,Intersection
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,TTC Stop #14964,43.71848821537806,-79.27297304765987,Bus Stop
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,Halloween City,43.72294317,-79.290392,Costume Shop
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,2001 Audio Video,43.72288150517708,-79.2907719448469,Electronics Store
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,JMT Metrosport,43.724402,-79.286082,Sporting Goods Shop
Clairlea-Birchmount,43.71598815971622,-79.28369903561291,Home Outfitters,43.722899668438856,-79.29077812882787,Furniture / Home Store
Clanton Park,43.748217,-79.446344,Grill Gate,43.753122978404804,-79.45169001817703,Mediterranean Restaurant
Clanton Park,43.748217,-79.446344,Earl Bales Park,43.75304340101652,-79.43622849867882,Park
Clanton Park,43.748217,-79.446344,Wolfie's Deli,43.754875481443555,-79.44243785404784,Deli / Bodega
Clanton Park,43.748217,-79.446344,Le Montmartre,43.751218620313146,-79.45744557576515,French Restaurant
Clanton Park,43.748217,-79.446344,Starbucks,43.755703,-79.440483,Coffee Shop
Clanton Park,43.748217,-79.446344,Orly Restaurant & Grill,43.754493246006334,-79.44350727697311,Middle Eastern Restaurant
Clanton Park,43.748217,-79.446344,Bagel Plus,43.75539484400371,-79.4406859789969,Restaurant
Clanton Park,43.748217,-79.446344,Tim Hortons,43.75476686520758,-79.44325044751167,Coffee Shop
Clanton Park,43.748217,-79.446344,Dairy Queen,43.75567964325238,-79.44016579234159,Fast Food Restaurant
Clanton Park,43.748217,-79.446344,Times Square Diner,43.75105767114834,-79.45559085392547,American Restaurant
Clanton Park,43.748217,-79.446344,Wakame Sushi,43.755382185036986,-79.44094461257187,Sushi Restaurant
Clanton Park,43.748217,-79.446344,Popeyes Louisiana Kitchen,43.754671343663034,-79.44274006861691,Fried Chicken Joint
Clanton Park,43.748217,-79.446344,Subway,43.755741275340625,-79.44050193032683,Sandwich Place
Clanton Park,43.748217,-79.446344,Pizza Pizza,43.75531145041057,-79.44112566629565,Pizza Place
Clanton Park,43.748217,-79.446344,Petro-Canada,43.755112,-79.438838,Gas Station
Clanton Park,43.748217,-79.446344,Sheppard Plaza,43.75569512647938,-79.43961347354475,Shopping Mall
Clanton Park,43.748217,-79.446344,Balmoral Park,43.74543141348768,-79.44966875212121,Park
Clanton Park,43.748217,-79.446344,Petro-Canada,43.751323,-79.456907,Gas Station
Clanton Park,43.748217,-79.446344,United Construction Services,43.747971130221416,-79.43949937820435,Home Service
Clanton Park,43.748217,-79.446344,Metro,43.755791531926526,-79.43980055649448,Supermarket
Clanton Park,43.748217,-79.446344,York Downs Convenience Store,43.746889,-79.436317,Convenience Store
Clanton Park,43.748217,-79.446344,Clanton Park,43.74619617653082,-79.43637178821584,Other Great Outdoors
Clanton Park,43.748217,-79.446344,Pizza Nova,43.75085593685064,-79.45639231008485,Pizza Place
Clanton Park,43.748217,-79.446344,Country Style,43.750866,-79.456485,Coffee Shop
Clanton Park,43.748217,-79.446344,Rogers,43.75543769999999,-79.4411542,Video Store
Clanton Park,43.748217,-79.446344,Sporttesting,43.74432022454363,-79.45754187203532,Gym
Cliffcrest,43.7264213562716,-79.2329711914129,Vi Pei Bistro - Bluffs,43.72714826155886,-79.22964018336639,Bistro
Cliffcrest,43.7264213562716,-79.2329711914129,Dairy Queen,43.722757687671276,-79.23562467098236,Fast Food Restaurant
Cliffcrest,43.7264213562716,-79.2329711914129,Tim Hortons,43.726658,-79.231484,Coffee Shop
Cliffcrest,43.7264213562716,-79.2329711914129,Shoppers Drug Mart,43.725669,-79.231626,Pharmacy
Cliffcrest,43.7264213562716,-79.2329711914129,Cathedral Bluffs Park,43.71889517184152,-79.23082724161875,Park
Cliffcrest,43.7264213562716,-79.2329711914129,TD Canada Trust,43.7274727,-79.2292926,Bank
Cliffcrest,43.7264213562716,-79.2329711914129,Subway,43.72555870583347,-79.23045582196846,Sandwich Place
Cliffcrest,43.7264213562716,-79.2329711914129,Dairy Queen Ltd Brazier,43.7226367,-79.2354522,Fast Food Restaurant
Cliffcrest,43.7264213562716,-79.2329711914129,Pizza Pizza,43.722490904836995,-79.23527706203652,Pizza Place
Cliffcrest,43.7264213562716,-79.2329711914129,Canadian Tire,43.72100515830479,-79.23778954268072,Hardware Store
Cliffcrest,43.7264213562716,-79.2329711914129,LCBO,43.725183,-79.232039,Liquor Store
Cliffcrest,43.7264213562716,-79.2329711914129,Big Boy's Burger,43.721751,-79.236301,Burger Joint
Cliffcrest,43.7264213562716,-79.2329711914129,Dollar Tree,43.72590843018864,-79.24283796935735,Discount Store
Cliffcrest,43.7264213562716,-79.2329711914129,Doris McCarthy Trail,43.73113492201052,-79.22490119934082,Trail
Cliffcrest,43.7264213562716,-79.2329711914129,Pioneer,43.731376,-79.224749,Gas Station
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Tre Mari Bakery,43.676487,-79.44865,Café
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Rio 40 Graus,43.677328742764786,-79.44629832285649,Brazilian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Agio Italian Ristorante,43.67615560949629,-79.45057434036129,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Caledonia Bakery & Pastry,43.6754413741707,-79.45465772393324,Bakery
Corso Italia-Davenport,43.6769905090715,-79.450378417913,La Paloma,43.67616408383171,-79.45086719224197,Ice Cream Shop
Corso Italia-Davenport,43.6769905090715,-79.450378417913,King's Tacos,43.67768050625154,-79.44444451489557,Mexican Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Marcello's Pizzeria,43.678017280681544,-79.44272454257002,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Pizza e Pazzi,43.67782147238314,-79.44372401169342,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Frank's Pizza House,43.67663712275058,-79.44904238982578,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Shunoko,43.677539,-79.443972,Sushi Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Starbucks,43.67757421437726,-79.44522122039288,Coffee Shop
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Joseph J. Piccininni Community Recreation Centre,43.675765730653694,-79.45121815630708,Pool
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Sushi California,43.67748014783461,-79.44553832423071,Sushi Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Emma's Country Kitchen,43.678552731815486,-79.44056380566686,Breakfast Spot
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Balzac’s Coffee,43.670042,-79.448342,Coffee Shop
Corso Italia-Davenport,43.6769905090715,-79.450378417913,DeSotos,43.67862936339943,-79.43968299368998,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Tavora Foods,43.6748679349008,-79.4565586669527,Fish Market
Corso Italia-Davenport,43.6769905090715,-79.450378417913,The Big Slice,43.67824832175586,-79.44219553501833,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Earlscourt Park,43.673536691146026,-79.45151567459106,Park
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Sabor Brasil Restaurant,43.67444516608626,-79.45922778096221,Brazilian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Sofra Grill Express,43.67790883439058,-79.44314006561379,Mediterranean Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,"The Den Toronto : Workshops, Bench Rentals and Designer Jewellers",43.670637780416506,-79.45661466475582,Jewelry Store
Corso Italia-Davenport,43.6769905090715,-79.450378417913,The Big Ragu,43.675960590856086,-79.45046474800947,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Boom Breakfast & Co.,43.67905959201851,-79.43851143831951,Breakfast Spot
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Dairy Freeze,43.67519526623445,-79.454845523465,Burger Joint
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Sunnyside Grill,43.67764141390399,-79.44466597629224,Breakfast Spot
Corso Italia-Davenport,43.6769905090715,-79.450378417913,TD Canada Trust,43.6761799,-79.450175,Bank
Corso Italia-Davenport,43.6769905090715,-79.450378417913,Pho Xua,43.674056,-79.461112,Vietnamese Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,La Bruschetta,43.676609610911505,-79.44891259686798,Italian Restaurant
Corso Italia-Davenport,43.6769905090715,-79.450378417913,The Sovereign,43.673115708192206,-79.44026498681781,Café
Danforth,43.6486892707151,-79.385437011713,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
Danforth,43.6486892707151,-79.385437011713,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
Danforth,43.6486892707151,-79.385437011713,Four Seasons Centre for the Performing Arts,43.650592,-79.385806,Concert Hall
Danforth,43.6486892707151,-79.385437011713,The Keg Steakhouse & Bar,43.649937252985254,-79.38419604942506,Steakhouse
Danforth,43.6486892707151,-79.385437011713,Pai,43.64792310735613,-79.38857932631602,Thai Restaurant
Danforth,43.6486892707151,-79.385437011713,Byblos Toronto,43.647615054171766,-79.3883810317138,Mediterranean Restaurant
Danforth,43.6486892707151,-79.385437011713,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
Danforth,43.6486892707151,-79.385437011713,Copacabana Grilled Brazilian,43.64833259480477,-79.3881514766071,Brazilian Restaurant
Danforth,43.6486892707151,-79.385437011713,JaBistro,43.64968685893743,-79.38809001547467,Sushi Restaurant
Danforth,43.6486892707151,-79.385437011713,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
Danforth,43.6486892707151,-79.385437011713,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
Danforth,43.6486892707151,-79.385437011713,Royal Alexandra Theatre,43.647255,-79.38753,Theater
Danforth,43.6486892707151,-79.385437011713,Burrito Boyz,43.6484455955513,-79.3879951787513,Burrito Place
Danforth,43.6486892707151,-79.385437011713,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
Danforth,43.6486892707151,-79.385437011713,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
Danforth,43.6486892707151,-79.385437011713,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
Danforth,43.6486892707151,-79.385437011713,The Burger's Priest,43.648476440165176,-79.38737257506915,Burger Joint
Danforth,43.6486892707151,-79.385437011713,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
Danforth,43.6486892707151,-79.385437011713,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
Danforth,43.6486892707151,-79.385437011713,Friendly Stranger - Cannabis Culture Shop,43.650386666114635,-79.38852348995324,Smoke Shop
Danforth,43.6486892707151,-79.385437011713,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
Danforth,43.6486892707151,-79.385437011713,Lobby Lounge at the Shangri-La Toronto,43.64915499986854,-79.38654574367817,Lounge
Danforth,43.6486892707151,-79.385437011713,Canadian Opera Company,43.6506601893789,-79.38624169559013,Opera House
Danforth,43.6486892707151,-79.385437011713,Starbucks,43.646731,-79.383951,Coffee Shop
Danforth,43.6486892707151,-79.385437011713,Canoe,43.647452066183476,-79.38132001815676,Restaurant
Danforth,43.6486892707151,-79.385437011713,Princess Of Wales Theatre,43.64654315405365,-79.38910030187289,Theater
Danforth,43.6486892707151,-79.385437011713,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
Danforth,43.6486892707151,-79.385437011713,Maman,43.64830873804684,-79.38225333898805,Café
Danforth,43.6486892707151,-79.385437011713,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
Danforth,43.6486892707151,-79.385437011713,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
Danforth East York,43.6907158290841,-79.29012990953879,LA Fitness,43.69035951555018,-79.29133908116464,Gym / Fitness Center
Danforth East York,43.6907158290841,-79.29012990953879,St. Clair Ice Cream,43.6895549178628,-79.2950373031766,Ice Cream Shop
Danforth East York,43.6907158290841,-79.29012990953879,TD Canada Trust,43.6915273,-79.2888684,Bank
Danforth East York,43.6907158290841,-79.29012990953879,Duckworth's Fish and Chips,43.68862851126605,-79.29995229254888,Fish & Chips Shop
Danforth East York,43.6907158290841,-79.29012990953879,Mayettes Famous Restaurant Filipino food,43.69245263464061,-79.2818284034729,Filipino Restaurant
Danforth East York,43.6907158290841,-79.29012990953879,Starbucks,43.688502,-79.288239,Coffee Shop
Danforth East York,43.6907158290841,-79.29012990953879,Dollarama,43.689672,-79.290646,Discount Store
Danforth East York,43.6907158290841,-79.29012990953879,Metro,43.69001670746316,-79.28883969783783,Pharmacy
Danforth East York,43.6907158290841,-79.29012990953879,Dentonia Park,43.69280900665042,-79.29553269784155,Park
Danforth East York,43.6907158290841,-79.29012990953879,Staples,43.689659843580785,-79.28945124149323,Paper / Office Supplies Store
Danforth East York,43.6907158290841,-79.29012990953879,Double Sushi,43.68947461214495,-79.29582755305405,Sushi Restaurant
Danforth East York,43.6907158290841,-79.29012990953879,Loblaws,43.68791,-79.287134,Grocery Store
Danforth East York,43.6907158290841,-79.29012990953879,Tim Hortons,43.687231530915184,-79.28601498599164,Coffee Shop
Danforth East York,43.6907158290841,-79.29012990953879,Sultan Shawarma & Falafel,43.68822334940596,-79.30170939352254,Middle Eastern Restaurant
Danforth East York,43.6907158290841,-79.29012990953879,Tim Hortons,43.6898715,-79.2886147,Coffee Shop
Danforth East York,43.6907158290841,-79.29012990953879,LCBO,43.691295039462254,-79.28597080975189,Liquor Store
Danforth East York,43.6907158290841,-79.29012990953879,The Beer Store,43.6916454,-79.2865085,Beer Store
Danforth East York,43.6907158290841,-79.29012990953879,Esso,43.6911309461129,-79.28799150210405,Gas Station
Danforth East York,43.6907158290841,-79.29012990953879,Subway,43.68817795389521,-79.30025317075166,Sandwich Place
Danforth East York,43.6907158290841,-79.29012990953879,Lowe's Home Improvement,43.689437293901214,-79.29210181880188,Hardware Store
Danforth East York,43.6907158290841,-79.29012990953879,Maple Leaf Dairy Ice Cream Parlor,43.689677228699956,-79.29477863537868,Ice Cream Shop
Danforth East York,43.6907158290841,-79.29012990953879,Popeyes Louisiana Kitchen,43.68903107023152,-79.29789573876326,Fried Chicken Joint
Danforth East York,43.6907158290841,-79.29012990953879,Grillies,43.68854966451388,-79.30002466772105,Mexican Restaurant
Danforth East York,43.6907158290841,-79.29012990953879,Pizza Pizza,43.689536157639175,-79.2956846995394,Pizza Place
Danforth East York,43.6907158290841,-79.29012990953879,Subway,43.69039352188771,-79.29078044897636,Sandwich Place
Danforth East York,43.6907158290841,-79.29012990953879,Bulk Barn,43.68995260801947,-79.29122600825426,Food & Drink Shop
Danforth East York,43.6907158290841,-79.29012990953879,EB Games,43.6898361654876,-79.290412957822,Video Game Store
Danforth East York,43.6907158290841,-79.29012990953879,Danforth GO Station,43.686458009778526,-79.30020416675752,Train Station
Danforth East York,43.6907158290841,-79.29012990953879,FreshCo,43.687779840325845,-79.28548265751691,Grocery Store
Danforth East York,43.6907158290841,-79.29012990953879,Mr Tasty's Drive In,43.68972635348265,-79.29372744610778,Burger Joint
Don Valley Village,43.7855186467173,-79.350166320813,Mr Jerk,43.78593238518595,-79.35284203626418,Caribbean Restaurant
Don Valley Village,43.7855186467173,-79.350166320813,Allan's Pastry Shop,43.7856560376599,-79.35231415152528,Bakery
Don Valley Village,43.7855186467173,-79.350166320813,The LEGO Store,43.77820727238842,-79.34348299621146,Toy / Game Store
Don Valley Village,43.7855186467173,-79.350166320813,Subway,43.78583089500218,-79.35195323650834,Sandwich Place
Don Valley Village,43.7855186467173,-79.350166320813,SilverCity Fairview Mall Cinemas,43.77868093228815,-79.3440850072426,Movie Theater
Don Valley Village,43.7855186467173,-79.350166320813,CF Fairview Mall,43.777993908591895,-79.34366510981064,Shopping Mall
Don Valley Village,43.7855186467173,-79.350166320813,Tim Hortons,43.792905216618045,-79.35448967477028,Coffee Shop
Don Valley Village,43.7855186467173,-79.350166320813,Purdys Chocolatier,43.77816,-79.344154,Candy Store
Don Valley Village,43.7855186467173,-79.350166320813,Apple Fairview,43.7779146,-79.343561,Electronics Store
Don Valley Village,43.7855186467173,-79.350166320813,The Beer Store,43.7861261,-79.3526277,Beer Store
Don Valley Village,43.7855186467173,-79.350166320813,DAVIDsTEA,43.77754451824154,-79.34526267457191,Tea Room
Don Valley Village,43.7855186467173,-79.350166320813,New York Fries,43.77829829945936,-79.34326735202254,Fast Food Restaurant
Don Valley Village,43.7855186467173,-79.350166320813,Aroma Espresso Bar,43.777700197902725,-79.34465166972005,Coffee Shop
Don Valley Village,43.7855186467173,-79.350166320813,Fairview Library Theatre,43.779018057023805,-79.34652599431665,Theater
Don Valley Village,43.7855186467173,-79.350166320813,Starbucks,43.77799,-79.344091,Coffee Shop
Don Valley Village,43.7855186467173,-79.350166320813,Popeyes Louisiana Kitchen,43.78571942050977,-79.35193421103621,Fried Chicken Joint
Don Valley Village,43.7855186467173,-79.350166320813,H&M,43.77754859086118,-79.34560423018411,Clothing Store
Don Valley Village,43.7855186467173,-79.350166320813,Booster Juice,43.77742786,-79.3449699,Smoothie Shop
Don Valley Village,43.7855186467173,-79.350166320813,Old Navy,43.7779901,-79.3440914,Clothing Store
Don Valley Village,43.7855186467173,-79.350166320813,Pizza Pizza,43.78594607852859,-79.35294215201395,Pizza Place
Don Valley Village,43.7855186467173,-79.350166320813,LCBO,43.77895496200283,-79.34504796258686,Liquor Store
Don Valley Village,43.7855186467173,-79.350166320813,J.Crew,43.7779417,-79.3451178,Clothing Store
Don Valley Village,43.7855186467173,-79.350166320813,Fairview Mall Food Garden,43.77836930887007,-79.34321606591291,Food Court
Don Valley Village,43.7855186467173,-79.350166320813,Rexall Pharma Plus,43.79396236392167,-79.35323999236898,Pharmacy
Don Valley Village,43.7855186467173,-79.350166320813,TD Canada Trust,43.777763,-79.345974,Bank
Don Valley Village,43.7855186467173,-79.350166320813,Zara,43.777961241763556,-79.34469070057258,Clothing Store
Don Valley Village,43.7855186467173,-79.350166320813,Tone Tai Supermarket 鼎泰超級市場,43.78564527290788,-79.35196117004722,Grocery Store
Don Valley Village,43.7855186467173,-79.350166320813,SEPHORA,43.778366,-79.3437003,Cosmetics Shop
Don Valley Village,43.7855186467173,-79.350166320813,Tim Hortons,43.777964,-79.344715,Coffee Shop
Don Valley Village,43.7855186467173,-79.350166320813,Thai Express,43.77799,-79.344091,Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Kairali,43.754914739291834,-79.27694504646365,Indian Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Starbucks,43.752465,-79.276364,Coffee Shop
Dorset Park,43.755329132716795,-79.27745819091291,Harry's Drive-In,43.749195827391084,-79.27716177123996,Burger Joint
Dorset Park,43.755329132716795,-79.27745819091291,Spicy Dragon,43.74921946341891,-79.27508200752006,Asian Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,GoodLife Fitness Scarborough Kennedy and Lawrence,43.752151,-79.274801,Gym
Dorset Park,43.755329132716795,-79.27745819091291,Kim Kim restaurant,43.75383283792732,-79.27661122245037,Chinese Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Canada Computers,43.75935629419452,-79.27893074490008,Electronics Store
Dorset Park,43.755329132716795,-79.27745819091291,McGregor Park,43.747841632113015,-79.28013797195096,Park
Dorset Park,43.755329132716795,-79.27745819091291,Harvey's,43.749552751085005,-79.27627487641698,Burger Joint
Dorset Park,43.755329132716795,-79.27745819091291,Calabria Bakery,43.7616699583205,-79.26950674263456,Bakery
Dorset Park,43.755329132716795,-79.27745819091291,Shoppers Drug Mart,43.748982,-79.276611,Pharmacy
Dorset Park,43.755329132716795,-79.27745819091291,Nova Ristorante,43.74943391984183,-79.277629850556,Italian Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Pho Vietnam,43.757770305647185,-79.27857193068989,Vietnamese Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Big Al's Pet Supercentre,43.75927894411595,-79.27832544749343,Pet Store
Dorset Park,43.755329132716795,-79.27745819091291,Karaikudi Chettinad South Indian Restaurant,43.756041539453136,-79.27627591942013,Indian Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,The Beer Store,43.7506033,-79.2768014,Beer Store
Dorset Park,43.755329132716795,-79.27745819091291,KFC,43.752966,-79.276152,Fast Food Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Petro-Canada,43.749822,-79.27555,Gas Station
Dorset Park,43.755329132716795,-79.27745819091291,Tim Hortons,43.7500656357244,-79.2740124464035,Coffee Shop
Dorset Park,43.755329132716795,-79.27745819091291,Subway,43.74890746728806,-79.27545168997904,Sandwich Place
Dorset Park,43.755329132716795,-79.27745819091291,Taco Bell,43.760908306800005,-79.27970582726134,Fast Food Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,TechDirect,43.75273882426964,-79.27656226036426,Electronics Store
Dorset Park,43.755329132716795,-79.27745819091291,Kennedy Bowlerama,43.750512149749966,-79.27704001209094,Bowling Alley
Dorset Park,43.755329132716795,-79.27745819091291,Flipper's Fish House,43.75074177969343,-79.27594349493613,American Restaurant
Dorset Park,43.755329132716795,-79.27745819091291,Mill St. Brewery,43.759471599836886,-79.27112102508545,Brewery
Dorset Park,43.755329132716795,-79.27745819091291,FactoryDirect.ca,43.76377793939149,-79.28057282167309,Electronics Store
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,The Greater Good Bar,43.669409,-79.439267,Bar
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Parallel,43.66951635632503,-79.43872770646192,Middle Eastern Restaurant
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Blood Brothers Brewing,43.66994369492681,-79.43653285503387,Brewery
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Rosie Robin A Touch Of Convenience,43.66318235854112,-79.43542722772675,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Burdock,43.659470306696136,-79.43776297693451,Beer Bar
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Three Speed,43.6592927979752,-79.43802453551683,Bar
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Pancho's Bakery,43.66014559561087,-79.4354876494634,Bakery
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Dovercourt Park,43.664915496359505,-79.43412931213085,Park
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Field Trip Cafe,43.66125961972056,-79.43044968471274,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Bakerbots Baking,43.66185297409814,-79.42809883808953,Cupcake Shop
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Famiglia Baldassarre,43.670388,-79.434999,Italian Restaurant
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Happy Bakery & Pastries,43.66705039063128,-79.44179124412831,Bakery
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Burdock Bottle Shop,43.65961343579909,-79.43770721985075,Beer Store
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,The Common,43.660758174539815,-79.43134507943164,Coffee Shop
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Hogtown Vegan,43.66052354017386,-79.43252479949501,Vegetarian / Vegan Restaurant
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Home Baking Co.,43.65898788530857,-79.43986431030915,Bakery
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,FreshCo,43.66791838591585,-79.44075425394298,Supermarket
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Planet Fitness Toronto Galleria,43.66758797288865,-79.44257365441428,Gym / Fitness Center
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Wallace Espresso,43.66236728741229,-79.4442272516029,Coffee Shop
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Contra Cafe,43.669107144072974,-79.42610471852032,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Long & McQuade Musical Instruments,43.66163738486935,-79.4270989420618,Music Store
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Baddies,43.658689804117024,-79.44279312941786,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Filosophy,43.661879,-79.426471,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,La Tortilleria Market,43.65960173628417,-79.43508531329248,Mexican Restaurant
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Nova Era Bakery,43.66988647609785,-79.43758190821525,Bakery
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Propeller Coffee Co.,43.65947936946201,-79.44508550239375,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Actinolite,43.66785822046965,-79.42805427320322,Restaurant
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Haven,43.65930275367427,-79.43877069434039,Café
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Brock Sandwich,43.65884589365906,-79.44052108283755,Sandwich Place
Dovercourt-Wallace Emerson-Junction,43.6660385131715,-79.43686676021301,Sugo,43.65841172348161,-79.44244308305974,Italian Restaurant
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Hung Long,43.72652393180744,-79.48365933802457,Vietnamese Restaurant
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Euro Shawarma,43.726023591348074,-79.48180529487415,Falafel Restaurant
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Btrust Supermarket,43.72627030972754,-79.48297152054766,Grocery Store
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Get & Go Burrito,43.72653359680858,-79.48039770126343,Burrito Place
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Peter G's,43.728403670472694,-79.47978851649047,New American Restaurant
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Wynn Fitness,43.726023295037685,-79.48017366246141,Gym / Fitness Center
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Burger King,43.72672161070407,-79.48105484247213,Fast Food Restaurant
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Shoppers Drug Mart,43.727687,-79.479724,Pharmacy
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Subway,43.72681804033805,-79.4803086709586,Sandwich Place
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Pizza Pizza,43.7281178372513,-79.4805022638516,Pizza Place
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,TD Canada Trust,43.7284951148035,-79.47931677103043,Bank
Downsview-Roding-CFB,43.7289199827164,-79.49136352531299,Roding Park,43.728655041194294,-79.49291760986993,Baseball Field
